Category	Domain	term	property		EN	ES	FR	KO	PT
Data	regions-ica	I-AF-EA	prefLabel		East Africa	África Oriental	Afrique orientale	동부 아프리카					
Data	regions-ica	I-AF-NO	prefLabel		North Africa	África Septentrional	Afrique du nord	북부 아프리카					
Data	regions-ica	I-AF-SO	prefLabel		Southern Africa	África Meridional	Afrique australe	남부 아프리카					
Data	regions-ica	I-AF-WE	prefLabel		West Africa	África Occidental	Afrique de l’Ouest	서부 아프리카					
Data	regions-ica	I-AM-CB	prefLabel		Caribbean countries	El Caribe	Pays des Caraïbes	카리브해 지역					
Data	regions-ica	I-AM-CE	prefLabel		Central America	América Central	Amérique centrale	중앙 아메리카					
Data	regions-ica	I-AM-NO	prefLabel		North America	América del Norte	Amérique du nord	북아메리카					
Data	regions-ica	I-AM-SO	prefLabel		South America	América del Sur	Amérique du sud	남아메리카					
Data	regions-ica	I-AP-CE	prefLabel		Central Asia	Asia Central	Asie centrale	중앙아시아					
Data	regions-ica	I-AP-EA	prefLabel		East Asia	Asia Oriental	Asie de l’est	동아시아					
Data	regions-ica	I-AP-ME	prefLabel		Middle East	Oriente Medio	Moyen-Orient	중동					
Data	regions-ica	I-AP-OC	prefLabel		Oceania	Oceanía	Océanie	오세아니아					
Data	regions-ica	I-AP-SE	prefLabel		South East Asia	Sudeste Asiático	Asie du sud-est	동남아시아					
Data	regions-ica	I-AP-SO	prefLabel		South Asia	Asia del Sur	Asie du sud	남부아시아					
Data	regions-ica	I-EU-EA	prefLabel		Europe (Eastern)	Europa (oriental)	Europe (est)	유럽(동부)					
Data	regions-ica	I-EU-WE	prefLabel		Europe (Western)	Europa (occidental)	Europe (ouest)	유럽(서부)					
													
Data	super-regions-ica		title		Super-Region	Superregión	Régions de niveau supérieur	거대 지역권					
Data	super-regions-ica		description										
Data	super-regions-ica	I-AF	prefLabel		Africa	África	Afrique	아프리카					
Data	super-regions-ica	I-AM	prefLabel		Americas	América	Amériques	미주					
Data	super-regions-ica	I-AP	prefLabel		Asia+Pacific	Asia-Pacífico	Asie+Pacifique	아시아 태평양					
Data	super-regions-ica	I-EU	prefLabel		Europe	Europa	Europe	유럽					
Data	super-regions-ica	I	prefLabel		Global								
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
